,envios,ventas,nivel
8069,1473,880,2
8070,462,132,3
8071,990,462,2
8072,176,66,3
8073,1012,396,2
8074,1737,814,1
8075,0,0,3
8076,528,176,2
8077,1737,770,2
8078,792,396,2
8079,638,132,2
8080,770,198,3
8081,44,0,3
8082,880,440,2
8083,572,308,2
8084,154,88,2
8085,0,0,1
8086,88,22,2
8087,286,66,1
8088,220,88,3
8089,220,66,2
8090,1210,462,3
8091,748,440,2
8092,1847,462,1
8093,1188,330,1
8094,594,154,1
8095,638,220,1
8096,1781,726,1
8097,0,0,1
8098,1122,330,1
8099,1078,396,1
8100,748,220,1
8101,396,176,2
8102,1495,748,1
8103,0,0,1
8104,1012,616,1
8105,1210,330,2
8106,682,176,2
8107,726,286,2
8108,1166,462,2
8109,264,66,3
8110,352,154,2
8111,2331,858,1
8112,330,110,2
8113,1012,396,2
8114,1232,352,2
8115,1759,462,1
8116,506,286,1
8117,286,132,1
8118,902,352,1
8119,132,88,2
8120,792,220,2
8121,1297,616,2
8122,858,418,2
8123,15746,7873,1
8124,682,198,1
8125,0,0,3
8126,1385,528,2
8127,1188,440,2
8128,440,154,2
8129,22,22,1
8130,682,154,1
8131,264,110,1
8132,792,330,3
8133,1627,726,2
8134,682,110,1
8135,1737,616,1
8136,9940,5080,1
8137,704,352,1
8138,264,88,3
8139,1275,506,2
8140,60256,30436,1
8141,1451,528,2
8142,3958,924,2
8143,1232,528,1
8144,1935,748,1
8145,792,374,1
8146,550,88,2
8147,550,132,2
8148,1539,770,1
8149,242,176,3
8150,616,154,1
8151,176,66,3
8152,2177,1056,1
8153,1341,396,1
8154,132,44,2
8155,154,66,2
8156,1407,792,2
8157,2991,1188,3
8158,0,0,2
8159,880,242,1
8160,572,242,2
8161,220,132,2
8162,220,110,2
8163,308,44,2
8164,1122,308,2
8165,0,0,2
8166,1429,176,1
8167,1649,638,2
8168,1737,770,3
8169,242,110,1
8170,4640,2155,2
8171,0,0,1
8172,1012,396,1
8173,880,220,1
8174,286,176,3
8175,1891,616,2
8176,374,66,3
8177,1122,374,1
8178,2067,968,1
8179,902,352,2
8180,1232,330,1
8181,264,88,1
8182,22,22,2
8183,10094,3826,1
8184,198,44,1
8185,748,330,2
8186,638,308,2
8187,374,198,1
8188,220,88,3
8189,66,22,3
8190,374,110,2
8191,242,44,1
8192,374,198,1
8193,396,66,1
8194,3233,1144,1
8195,1363,374,3
8196,902,286,1
8197,638,220,1
8198,836,374,3
8199,902,418,2
8200,1803,572,3
8201,374,132,2
8202,858,484,3
8203,1561,770,1
8204,1078,440,1
8205,220,66,2
8206,220,110,1
8207,946,330,3
8208,1275,352,2
8209,836,154,2
8210,2023,968,1
8211,506,220,2
8212,594,176,1
8213,110,44,2
8214,1232,594,1
8215,2617,1100,1
8216,968,616,2
8217,792,154,1
8218,440,242,3
8219,2287,924,2
8220,22,22,3
8221,1561,528,1
8222,132,88,2
8223,176,88,1
8224,154,44,2
8225,2397,968,1
8226,1012,682,2
8227,3782,990,2
8228,1210,374,1
8229,418,176,2
8230,2397,836,2
8231,2881,946,3
8232,770,374,1
8233,2067,968,2
8234,154,22,3
8235,88,22,2
8236,1605,638,2
8237,8489,5212,1
8238,2243,924,2
8239,198,88,2
8240,396,220,2
8241,6311,2463,2
8242,176,88,2
8243,924,616,2
8244,770,374,1
8245,616,264,1
8246,1583,550,1
8247,968,396,1
8248,0,0,2
8249,1012,308,2
8250,968,418,2
8251,506,264,2
8252,44,0,2
8253,5916,2155,3
8254,352,176,1
8255,66,44,2
8256,308,110,2
8257,1429,924,2
8258,242,176,2
8259,1319,660,2
8260,0,0,2
8261,396,176,1
8262,198,88,1
8263,2155,770,1
8264,748,330,1
8265,1122,418,1
8266,748,352,2
8267,330,132,2
8268,2265,880,2
8269,88,88,3
8270,132,88,3
8271,1100,418,2
8272,396,110,2
8273,1253,594,1
8274,6048,1122,3
8275,1561,550,3
8276,1319,506,3
8277,902,352,1
8278,1078,484,3
8279,110,22,1
8280,132,44,2
8281,2573,968,1
8282,594,220,1
8283,528,242,2
8284,176,88,1
8285,1144,374,2
8286,418,154,2
8287,286,88,2
8288,198,44,2
8289,946,352,2
8290,814,220,2
8291,1429,616,2
8292,2837,638,1
8293,1275,638,1
8294,440,220,2
8295,1275,484,2
8296,1275,550,1
8297,1825,682,1
8298,550,352,1
8299,0,0,1
8300,286,88,2
8301,462,154,2
8302,308,220,2
8303,3013,726,1
8304,902,374,2
8305,330,22,1
8306,528,176,1
8307,4178,1979,3
8308,1517,880,1
8309,1385,330,2
8310,242,88,1
8311,968,462,1
8312,2111,814,2
8313,286,132,3
8314,814,198,1
8315,1517,726,2
8316,176,88,2
8317,0,0,3
8318,1385,484,2
8319,1869,682,1
8320,0,0,3
8321,374,176,2
8322,682,220,1
8323,0,0,2
8324,220,110,3
8325,1803,748,3
8326,704,286,2
8327,1144,352,2
8328,0,0,2
8329,1913,902,1
8330,440,132,1
8331,2045,704,2
8332,7543,1671,3
8333,396,176,1
8334,2243,770,1
8335,220,88,2
8336,396,154,3
8337,2441,792,2
8338,1759,682,2
8339,1034,374,1
8340,506,176,1
8341,1056,198,1
8342,770,198,3
8343,264,132,1
8344,1122,242,3
8345,1627,484,2
8346,1034,440,1
8347,726,220,2
8348,1253,440,1
8349,748,352,2
8350,0,0,1
8351,902,286,1
8352,3892,1869,1
8353,462,176,2
8354,3738,2001,1
8355,3189,1232,1
8356,352,176,1
8357,2001,1100,2
8358,1407,660,2
8359,5080,2067,2
8360,616,220,1
8361,902,396,2
8362,66,44,2
8363,1297,484,2
8364,3189,1012,1
8365,220,88,1
8366,1100,572,1
8367,550,264,1
8368,0,0,2
8369,0,0,2
8370,1122,550,1
8371,946,616,2
8372,2397,814,1
8373,308,88,2
8374,1539,550,2
8375,704,330,2
8376,22,0,1
8377,836,264,1
8378,704,308,3
8379,1825,660,1
8380,462,44,1
8381,990,418,2
8382,1144,440,1
8383,1869,792,3
8384,1275,462,1
8385,2507,1012,1
8386,0,0,3
8387,682,374,1
8388,176,66,2
8389,198,176,1
8390,286,176,1
8391,770,374,2
8392,594,154,1
8393,132,88,2
8394,1210,418,1
8395,1627,858,1
8396,1012,484,3
8397,220,154,2
8398,528,198,3
8399,792,330,2
8400,1451,352,2
8401,1056,396,1
8402,1561,682,1
8403,638,242,2
8404,1803,814,2
8405,0,0,1
8406,0,0,1
8407,462,154,1
8408,704,418,2
8409,968,506,1
8410,748,308,2
8411,5388,2243,2
8412,550,330,2
8413,814,198,2
8414,1781,880,2
8415,572,154,2
8416,506,264,1
8417,1385,594,2
8418,1693,572,1
8419,836,330,1
8420,2331,858,1
8421,0,0,2
8422,814,286,1
8423,0,0,2
8424,660,198,1
8425,1253,440,1
8426,1210,374,1
8427,924,440,1
8428,132,88,2
8429,528,242,2
8430,308,110,1
8431,286,220,2
8432,858,352,2
8433,1275,682,2
8434,748,352,2
8435,2815,1100,2
8436,1759,550,2
8437,572,220,2
8438,3343,858,1
8439,1759,1078,1
8440,1847,572,1
8441,110,22,2
8442,770,264,2
8443,748,242,2
8444,220,110,1
8445,198,110,1
8446,594,242,1
8447,792,440,2
8448,836,330,2
8449,1253,440,1
8450,638,286,1
8451,330,110,1
8452,22,22,3
8453,1913,968,2
8454,1275,638,2
8455,0,0,2
8456,220,88,1
8457,792,396,3
8458,9060,4992,1
8459,1144,418,1
8460,880,198,1
8461,616,154,1
8462,550,352,3
8463,154,44,3
8464,6443,2661,1
8465,814,220,3
8466,770,418,1
8467,1232,616,1
8468,4486,1671,3
8469,550,132,1
8470,792,308,2
8471,638,154,1
8472,220,110,2
8473,1473,374,3
8474,902,286,2
8475,1341,682,1
8476,220,88,2
8477,418,154,1
8478,308,176,2
8479,814,308,3
8480,572,264,2
8481,462,110,1
8482,1122,462,2
8483,1473,308,1
8484,770,550,1
8485,528,352,2
8486,2177,704,2
8487,198,66,3
8488,880,484,3
8489,1188,418,1
8490,264,132,2
8491,2067,968,2
8492,264,88,2
8493,528,286,1
8494,198,66,1
8495,836,286,2
8496,352,176,1
8497,990,220,2
8498,5014,1122,3
8499,2397,946,1
8500,1913,1056,2
8501,242,176,2
8502,1122,550,2
8503,1078,264,3
8504,3321,858,1
8505,990,418,1
8506,638,242,2
8507,154,44,2
8508,110,88,2
8509,396,176,1
8510,1693,792,2
8511,352,176,2
8512,110,66,1
8513,110,66,2
8514,1671,462,2
8515,1495,440,1
8516,1605,616,1
8517,682,242,2
8518,836,418,1
8519,572,198,2
8520,0,0,2
8521,1451,550,2
8522,968,462,2
8523,176,66,3
8524,1232,440,1
8525,4662,1583,3
8526,1429,462,3
8527,924,264,2
8528,3409,1561,1
8529,264,132,1
8530,264,44,2
8531,1737,792,3
8532,1319,418,3
8533,22,0,2
8534,572,330,2
8535,418,176,2
8536,616,352,1
8537,506,154,2
8538,1671,726,1
8539,4530,1891,3
8540,1429,462,2
8541,22,22,2
8542,6663,1913,3
8543,308,154,3
8544,770,286,2
8545,264,88,1
8546,286,198,3
8547,1473,660,3
8548,2221,1056,2
8549,704,132,1
8550,330,110,3
8551,374,110,1
8552,858,308,3
8553,132,88,1
8554,704,308,2
8555,1319,396,2
8556,1012,440,2
8557,0,0,1
8558,660,264,3
8559,1935,792,2
8560,242,110,2
8561,770,286,3
8562,572,308,2
8563,2507,1144,2
8564,1825,638,2
8565,1297,660,1
8566,308,110,2
8567,2441,1100,2
8568,1627,616,1
8569,462,308,1
8570,638,374,1
8571,572,242,1
8572,1341,506,1
8573,924,528,2
8574,4728,1385,2
8575,1363,660,3
8576,0,0,1
8577,748,264,2
8578,682,176,1
8579,418,110,1
8580,154,66,1
8581,2089,770,1
8582,1319,550,1
8583,3013,1759,2
8584,176,88,2
8585,1078,154,1
8586,176,88,1
8587,154,88,1
8588,396,110,1
8589,484,154,2
8590,1341,572,2
8591,726,220,1
8592,110,0,2
8593,44,44,2
8594,154,88,2
8595,1144,374,1
8596,286,154,2
8597,154,66,1
8598,1671,726,2
8599,462,88,2
8600,198,88,1
8601,418,198,2
8602,682,242,2
8603,2859,1232,2
8604,418,198,2
8605,1232,748,2
8606,858,330,1
8607,1759,682,2
8608,726,330,2
8609,506,220,1
8610,1803,814,2
8611,2155,616,2
8612,1451,748,3
8613,484,242,1
8614,1473,616,1
8615,352,220,2
8616,396,220,2
8617,1253,308,2
8618,792,462,3
8619,3013,1012,3
8620,22,22,3
8621,132,110,2
8622,1869,1166,1
8623,1693,836,1
8624,792,132,1
8625,858,506,1
8626,2727,308,3
8627,726,176,1
8628,528,66,1
8629,1253,330,1
8630,748,286,2
8631,198,66,1
8632,1122,506,3
8633,968,396,1
8634,902,418,3
8635,550,220,1
8636,418,176,1
8637,352,176,2
8638,418,132,2
8639,176,88,1
8640,836,220,3
8641,396,198,2
8642,1122,418,2
8643,638,220,2
8644,1144,440,2
8645,660,264,1
8646,902,440,2
8647,704,374,1
8648,220,66,2
8649,572,198,2
8650,396,220,1
8651,66,44,1
8652,0,0,1
8653,616,198,3
8654,0,0,1
8655,1957,814,2
8656,374,154,1
8657,2397,1012,1
8658,88,22,3
8659,880,154,1
8660,550,242,2
8661,5102,1869,3
8662,2265,924,3
8663,638,264,2
8664,1012,264,2
8665,1363,330,1
8666,2287,726,1
8667,1671,792,2
8668,1407,616,1
8669,2331,1100,1
8670,4178,2067,3
8671,660,198,2
8672,1297,396,1
8673,1363,396,1
8674,198,110,2
8675,0,0,3
8676,396,88,1
8677,220,132,3
8678,1078,528,2
8679,946,396,2
8680,132,66,2
8681,572,242,1
8682,6048,2045,1
8683,572,374,3
8684,9390,3607,1
8685,5190,1517,2
8686,1166,660,2
8687,1407,660,2
8688,1627,660,2
8689,44,22,3
8690,4332,1583,1
8691,1737,946,1
8692,176,88,2
8693,0,0,2
8694,594,242,2
8695,814,330,2
8696,0,0,3
8697,2859,572,3
8698,2265,924,1
8699,0,0,2
8700,594,220,3
8701,1341,396,3
8702,396,176,2
8703,0,0,2
8704,264,132,2
8705,264,44,2
8706,880,352,1
8707,594,418,2
8708,2903,1144,1
8709,1847,858,2
8710,792,440,1
8711,528,198,1
8712,0,0,3
8713,1363,594,2
8714,1473,418,2
8715,0,0,3
8716,0,0,1
8717,880,374,1
8718,2001,572,1
8719,418,220,1
8720,3123,1737,2
8721,0,0,1
8722,2045,814,2
8723,0,0,3
8724,616,220,1
8725,418,264,3
8726,594,220,2
8727,1078,242,3
8728,1627,572,2
8729,946,396,3
8730,2639,1253,1
8731,242,66,2
8732,22,22,1
8733,1913,638,3
8734,902,396,2
8735,154,88,2
8736,154,22,1
8737,528,352,2
8738,22,22,1
8739,726,176,1
8740,704,220,3
8741,924,440,2
8742,176,44,2
8743,880,308,2
8744,286,220,1
8745,4882,2067,2
8746,1012,440,1
8747,0,0,1
8748,682,374,1
8749,2947,1122,3
8750,1495,594,2
8751,2705,1100,3
8752,352,176,1
8753,484,220,2
8754,0,0,1
8755,462,264,2
8756,1100,550,2
8757,308,110,1
8758,1781,572,2
8759,1781,594,2
8760,638,286,1
8761,2001,1012,2
8762,572,308,2
8763,1144,330,1
8764,1144,572,1
8765,682,242,2
8766,902,330,2
8767,638,220,2
8768,264,198,3
8769,946,286,1
8770,1517,484,3
8771,484,308,2
8772,330,220,2
8773,22,22,2
8774,3848,1495,2
8775,1759,704,2
8776,0,0,2
8777,44,0,3
8778,330,176,2
8779,924,396,2
8780,330,132,3
8781,440,198,2
8782,660,396,2
8783,198,66,3
8784,726,286,2
8785,1166,154,1
8786,0,0,3
8787,924,352,1
8788,462,220,3
8789,308,154,2
8790,1803,880,3
8791,2353,924,1
8792,1297,440,2
8793,924,330,2
8794,6927,2705,3
8795,1363,396,1
8796,352,220,3
8797,220,132,1
8798,66,22,1
8799,836,374,1
8800,1078,506,2
8801,0,0,3
8802,1297,550,3
8803,902,352,3
8804,440,110,1
8805,1363,440,1
8806,66,44,2
8807,792,418,1
8808,1210,462,2
8809,110,22,2
8810,880,440,2
8811,1803,550,1
8812,594,220,1
8813,836,308,1
8814,1517,638,2
8815,1188,396,3
8816,638,396,1
8817,242,88,3
8818,6026,2177,1
8819,1122,396,2
8820,1495,638,1
8821,858,352,2
8822,616,330,2
8823,506,198,2
8824,396,154,2
8825,1363,682,2
8826,1561,660,1
8827,748,374,2
8828,0,0,3
8829,1232,484,2
8830,374,264,1
8831,220,88,1
8832,154,66,3
8833,418,220,1
8834,990,484,2
8835,4376,902,1
8836,0,0,2
8837,2067,968,1
8838,22,0,2
8839,1847,748,2
8840,418,264,3
8841,1056,396,2
8842,572,242,2
8843,682,242,3
8844,902,264,1
8845,836,440,2
8846,1847,902,3
8847,3870,946,2
8848,528,176,2
8849,5124,1561,3
8850,1363,352,1
8851,528,132,3
8852,4794,1627,3
8853,594,220,2
8854,4530,2067,1
8855,616,418,1
8856,4574,2309,1
8857,2133,1078,1
8858,858,198,3
8859,110,88,3
8860,352,132,1
8861,660,330,2
8862,242,110,2
8863,0,0,1
8864,792,330,2
8865,0,0,1
8866,264,176,2
8867,1012,286,2
8868,1253,770,1
8869,198,44,1
8870,1517,594,1
8871,330,154,2
8872,660,220,2
8873,418,88,1
8874,550,132,1
8875,2265,1100,2
8876,2419,638,3
8877,858,264,2
8878,5080,1891,3
8879,1122,616,1
8880,1627,352,2
8881,550,198,1
8882,506,198,1
8883,1495,638,2
8884,1913,792,1
8885,572,132,3
8886,3629,902,2
8887,726,308,1
8888,3431,1473,1
8889,0,0,3
8890,308,66,1
8891,660,242,1
8892,1210,484,1
8893,242,132,2
8894,814,242,2
8895,352,176,1
8896,572,264,1
8897,1979,506,1
8898,2881,1232,3
8899,154,44,1
8900,946,484,2
8901,836,462,2
8902,968,484,2
8903,1473,418,1
8904,176,88,1
8905,880,286,2
8906,1649,682,3
8907,726,220,2
8908,308,88,1
8909,66,44,3
8910,3299,1012,2
8911,814,396,1
8912,682,352,1
8913,6531,2397,3
8914,132,88,2
8915,396,110,2
8916,1429,550,2
8917,1847,902,3
8918,748,374,2
8919,0,0,2
8920,66,44,2
8921,594,198,1
8922,572,132,1
8923,2221,990,2
8924,0,0,1
8925,1363,440,2
8926,924,396,2
8927,572,330,1
8928,1473,726,2
8929,1144,550,2
8930,924,638,1
8931,418,220,1
8932,2001,1056,2
8933,1012,506,2
8934,550,198,2
8935,198,66,3
8936,154,110,1
8937,682,330,2
8938,1056,528,2
8939,1737,418,1
8940,0,0,1
8941,396,110,2
8942,2155,1078,2
8943,726,220,2
8944,968,462,2
8945,0,0,1
8946,1188,330,2
8947,880,396,1
8948,792,352,2
8949,1385,616,2
8950,308,154,2
8951,176,66,2
8952,110,22,2
8953,814,374,1
8954,3189,1078,1
8955,484,242,1
8956,836,418,1
8957,968,396,3
8958,924,418,3
8959,440,220,2
8960,1232,616,2
8961,2045,880,2
8962,352,220,1
8963,682,286,3
8964,352,154,2
8965,616,198,2
8966,1012,484,2
8967,572,286,1
8968,1495,682,1
8969,66,22,3
8970,352,176,3
8971,154,66,3
8972,0,0,2
8973,1429,924,2
8974,220,44,2
8975,176,88,3
8976,1627,836,1
8977,1671,616,2
8978,0,0,3
8979,638,176,2
8980,242,110,2
8981,726,220,1
8982,924,572,2
8983,3651,1232,2
8984,0,0,2
8985,66,44,2
8986,44,22,2
8987,308,220,1
8988,484,198,2
8989,704,374,1
8990,638,198,2
8991,528,286,2
8992,66,22,2
8993,22,0,2
8994,1341,594,1
8995,1561,682,2
8996,8379,2573,3
8997,3453,1605,1
8998,1166,352,1
8999,1781,682,1
9000,770,352,1
9001,44,22,3
9002,1363,484,3
9003,1034,264,3
9004,1451,418,3
9005,726,264,1
9006,1363,396,2
9007,1210,506,1
9008,2023,660,2
9009,396,132,2
9010,1253,506,2
9011,748,176,1
9012,2265,814,2
9013,198,110,2
9014,1210,396,1
9015,1319,726,2
9016,286,198,2
9017,1034,462,1
9018,5014,2771,2
9019,1429,550,1
9020,418,132,2
9021,506,286,2
9022,4222,1385,2
9023,1429,594,1
9024,1407,440,1
9025,880,462,2
9026,1012,440,1
9027,1144,726,1
9028,528,220,2
9029,2683,1056,1
9030,1847,968,1
9031,572,264,3
9032,2155,726,2
9033,770,440,1
9034,880,352,2
9035,0,0,1
9036,242,220,2
9037,726,440,2
9038,880,308,1
9039,1210,484,1
9040,0,0,2
9041,1979,902,2
9042,286,110,1
9043,770,308,3
9044,1210,440,1
9045,506,132,1
9046,858,462,2
9047,220,88,3
9048,1078,484,1
9049,264,0,1
9050,814,308,1
9051,330,132,2
9052,308,220,2
9053,286,88,1
9054,704,330,2
9055,1166,594,2
9056,1627,880,1
9057,946,572,1
9058,418,242,2
9059,1759,374,1
9060,440,110,2
9061,88,44,1
9062,506,264,2
9063,220,154,2
9064,264,176,2
9065,550,286,2
9066,2243,418,2
9067,880,330,1
9068,1495,704,1
9069,2155,1275,2
9070,286,176,2
9071,286,198,2
9072,264,132,2
9073,242,66,2
9074,572,154,1
9075,1122,220,1
9076,2067,946,1
9077,836,264,1
9078,1495,726,2
9079,2221,440,1
9080,924,616,2
9081,330,220,2
9082,2111,1297,2
9083,1297,550,3
9084,572,308,2
9085,2661,352,1
9086,286,88,2
9087,1539,836,2
9088,154,44,2
9089,902,286,3
9090,220,110,2
9091,924,374,1
9092,682,286,1
9093,3299,1166,1
9094,1539,924,2
9095,22,0,3
9096,1253,440,2
9097,0,0,3
9098,1627,374,1
9099,792,198,1
9100,1275,264,1
9101,1297,418,1
9102,1034,286,2
9103,286,132,2
9104,154,132,2
9105,1473,814,2
9106,220,132,2
9107,0,0,3
9108,924,352,2
9109,374,220,2
9110,308,66,2
9111,132,44,3
9112,22,0,2
9113,1715,968,2
9114,0,0,1
9115,748,528,1
9116,792,220,2
9117,880,308,3
9118,0,0,2
9119,0,0,1
9120,1253,682,2
9121,462,242,1
9122,836,616,2
9123,198,110,1
9124,242,110,1
9125,308,66,2
9126,1363,352,2
9127,2573,1341,2
9128,660,264,3
9129,726,264,2
9130,1056,484,3
9131,286,132,2
9132,1319,814,2
9133,2925,1341,1
9134,2749,1210,1
9135,1210,396,2
9136,1012,396,2
9137,1341,440,1
9138,66,44,2
9139,1232,506,3
9140,880,374,2
9141,2155,682,1
9142,660,374,1
9143,220,88,1
9144,242,88,1
9145,66,22,3
9146,924,418,2
9147,0,0,2
9148,132,88,3
9149,1473,704,3
9150,1188,418,1
9151,2617,1012,2
9152,462,198,2
9153,528,198,2
9154,3321,990,1
9155,1297,440,2
9156,5036,1825,2
9157,792,308,1
9158,858,176,1
9159,550,220,1
9160,418,198,2
9161,176,44,1
9162,924,198,1
9163,308,198,2
9164,418,88,2
9165,1166,418,2
9166,1034,484,1
9167,682,286,2
9168,572,308,1
9169,528,110,2
9170,1407,682,2
9171,352,132,1
9172,264,110,3
9173,572,374,2
9174,0,0,1
9175,1144,374,2
9176,286,66,1
9177,1671,528,2
9178,22,22,2
9179,374,264,2
9180,594,264,1
9181,374,132,3
9182,616,242,1
9183,330,198,2
9184,374,154,2
9185,330,66,1
9186,594,220,1
9187,1275,660,3
9188,4596,1473,3
9189,2507,484,1
9190,352,176,2
9191,88,0,1
9192,1297,550,1
9193,616,242,2
9194,132,88,3
9195,572,132,3
9196,1166,198,3
9197,418,242,1
9198,836,132,1
9199,1561,352,2
9200,858,330,2
9201,1693,462,1
9202,594,88,1
9203,836,396,2
9204,506,242,1
9205,946,242,1
9206,1144,440,1
9207,1495,594,2
9208,1210,748,1
9209,1319,616,2
9210,660,352,2
9211,330,264,1
9212,0,0,2
9213,176,22,1
9214,1385,616,2
9215,0,0,2
9216,396,110,2
9217,3387,990,3
9218,946,330,3
9219,1056,220,2
9220,550,352,1
9221,1034,418,2
9222,4398,1693,3
9223,2177,770,1
9224,1429,528,2
9225,1583,880,1
9226,1341,726,2
9227,572,352,2
9228,682,154,3
9229,176,88,1
9230,3013,1605,2
9231,286,110,2
9232,88,88,2
9233,176,66,3
9234,704,374,2
9235,2771,836,3
9236,286,176,1
9237,858,374,2
9238,1605,440,2
9239,418,154,2
9240,2067,1100,2
9241,1627,550,2
9242,902,506,2
9243,770,374,1
9244,1407,968,1
9245,858,396,1
9246,924,374,3
9247,7169,2683,3
9248,3321,1605,2
9249,198,88,1
9250,1210,594,3
9251,286,132,2
9252,1451,726,1
9253,4046,1561,3
9254,1847,1034,2
9255,1671,572,1
9256,198,88,1
9257,1429,638,2
9258,946,374,1
9259,594,220,1
9260,1429,550,1
9261,704,396,1
9262,2023,792,2
9263,220,66,2
9264,506,176,1
9265,2419,792,2
9266,396,242,2
9267,1671,682,1
9268,968,374,2
9269,572,198,1
9270,2485,1078,2
9271,462,154,1
9272,1275,506,3
9273,2045,484,1
9274,3585,1363,3
9275,792,286,2
9276,198,88,1
9277,572,176,3
9278,1319,440,1
9279,330,154,2
9280,330,198,2
9281,154,22,2
9282,374,132,2
9283,638,132,3
9284,1715,704,2
9285,396,88,1
9286,0,0,2
9287,924,440,3
9288,3804,1451,1
9289,132,44,2
9290,1210,506,2
9291,110,110,2
9292,220,154,2
9293,1737,770,3
9294,440,66,2
9295,110,66,3
9296,1385,506,3
9297,1957,726,2
9298,198,88,2
9299,308,220,1
9300,968,462,2
9301,1122,330,2
9302,484,242,2
9303,660,330,1
9304,1012,176,2
9305,1188,572,2
9306,352,264,2
9307,858,374,2
9308,440,198,2
9309,0,0,3
9310,1407,550,3
9311,1275,638,1
9312,528,220,2
9313,528,220,1
9314,1319,616,2
9315,6575,2771,3
9316,1429,836,2
9317,308,132,2
9318,1451,572,1
9319,4750,1671,1
9320,2111,550,2
9321,286,176,2
9322,726,198,2
9323,374,198,3
9324,0,0,2
9325,2375,770,2
9326,5432,2683,1
9327,286,110,2
9328,242,66,3
9329,484,110,1
9330,638,154,2
9331,484,198,2
9332,220,132,3
9333,616,154,1
9334,2837,1232,2
9335,770,396,2
9336,770,154,1
9337,88,44,1
9338,550,264,1
9339,0,0,3
9340,0,0,1
9341,44,22,2
9342,594,198,3
9343,330,176,2
9344,352,88,1
9345,1825,836,2
9346,0,0,3
9347,418,286,2
9348,0,0,2
9349,7389,3101,3
9350,462,220,2
9351,1100,484,2
9352,1737,616,2
9353,110,44,2
9354,132,88,2
9355,396,110,2
9356,528,220,1
9357,1078,330,3
9358,396,198,2
9359,132,66,1
9360,902,418,2
9361,660,418,2
9362,374,132,2
9363,220,66,3
9364,3936,1034,3
9365,1517,352,2
9366,1495,418,2
9367,1539,858,3
9368,110,88,3
9369,990,528,2
9370,132,88,1
9371,374,88,1
9372,1188,462,2
9373,22,22,2
9374,1429,286,1
9375,286,110,2
9376,1473,374,1
9377,594,66,1
9378,1407,484,1
9379,946,396,2
9380,0,0,2
9381,2001,1056,2
9382,1649,616,2
9383,572,154,1
9384,704,198,3
9385,88,22,2
9386,704,220,2
9387,704,242,2
9388,242,110,1
9389,0,0,3
9390,902,418,2
9391,682,176,3
9392,462,242,2
9393,352,110,2
