n,%adqui
0.3680083638264506,3
0.3176895306859206,3
0.1836734693877551,3
0.43506921555702044,3
0.2896469180131658,3
0.4371417653802063,3
0.38316400580551524,3
0.3119804400977995,3
0.615815255423373,3
0.41018644838562984,3
0.5597532767925983,3
0.2904645476772616,3
0.41395531164249316,3
0.43046007403490216,3
0.3980440097799511,3
0.4071919619249075,3
0.3919362400375059,3
0.383975602994178,3
0.32897196261682243,3
0.46862406447898675,3
0.5111111111111111,3
0.3690949227373068,3
0.5457767277023036,3
0.3300515705578997,3
0.35730858468677495,3
0.2658137882018479,3
0.5644314868804665,3
0.3786943812926275,3
0.6458333333333334,3
0.42219440967876515,3
0.34759152215799616,3
0.14814814814814814,3
0.3844360244826581,3
0.5290120230005227,3
0.33348644924207627,3
0.26104152933421226,3
0.4191763982790412,3
0.46622516556291393,3
0.5442936951316839,3
0.36924742826204654,3
0.5240931239848403,3
0.40022740193291645,3
0.494511238891793,3
0.30323914541695385,3
0.4759381898454746,3
0.5408727719729564,3
0.3910088865656038,3
0.48507119889756545,3
0.42359688652191724,3
0.35737491877842753,3
0.29085140137493387,3
0.354334438654666,3
0.40880195599022007,3
0.4869801787796347,3
0.4548587181254307,3
0.4576681180454765,3
0.5192307692307693,3
0.4168640454760777,3
0.5547050877982891,3
0.5083032490974729,3
0.3926309729418538,3
0.5224861040929762,3
0.36099390529770276,3
0.552012545739676,3
0.4309199020636586,2
0.39716952725082805,2
0.10810810810810811,2
0.361482613679786,2
0.4697508896797153,2
0.5050772626931568,2
0.4631578947368421,2
0.5410672853828307,2
0.5084280674245394,2
0.41072283389181424,2
0.40650233744156394,2
0.3634610085422982,2
0.3506797937177684,2
0.4708854667949952,2
0.42202486678507994,2
0.34192913385826773,2
0.21262080727686186,2
0.58,2
0.4744491326769808,2
0.31734085920351207,2
0.5824847250509165,2
0.3522254242715338,2
0.48470653072471753,2
0.3351421188630491,2
0.41198501872659177,2
0.3031694993109784,2
0.45302445302445304,2
0.5003248862897985,2
0.3910060975609756,2
0.4183546920214965,2
0.4458724666337123,2
0.36567784862766844,2
0.507367072389494,2
0.5059606321042418,2
0.3468677494199536,2
0.4049079754601227,2
0.35573521980798384,2
0.6444444444444445,2
0.46174027109750765,2
0.31678666161424784,2
0.542008843967151,2
0.49289548468582256,2
0.19642857142857142,2
0.33995584988962474,2
0.40013990905911156,2
0.3036946812829882,2
0.6067732831608654,2
0.28221574344023326,2
0.5002992220227409,2
0.5249813571961223,2
0.12,2
0.3334776959722824,2
0.5660377358490566,2
0.46569972559780476,2
0.4446171783909833,2
0.2609985170538804,2
0.34171138096582887,2
0.6285714285714286,2
0.4557857503789793,2
0.525828835774865,2
0.5057471264367817,2
0.43606684803731055,2
0.30479573712255775,2
0.4547542489664676,2
0.39038817005545284,2
0.6003898635477583,2
0.3685312593478911,2
0.5313195548489666,2
0.4802158273381295,2
0.3752131893121092,2
0.4264928766292816,2
0.2882466281310212,2
0.3578558225508318,2
0.3118724158298878,2
